Title,Servings,Ready in (minutes),Source URL,Image,Calories,Carbs (g),Fat (g),Protein (g),Ingredients,Instructions
Chocolate Nutella Walnut Cake,8,45,https://www.foodista.com/recipe/6TRSHLD5/chocolate-nutella-walnut-cake,https://img.spoonacular.com/recipes/639114-556x370.jpg,446.69,31.87,14.65,35.25,"4 eggs, 125 g sugar, 125 g chopped walnuts, 75 g Nutella, 75 g dark chocolate, 125 g butter, 75 g flour, 1/2 teaspoon baking powder, pinch of salt","Beat the eggs with the sugar. Melt the butter, chocolate & nutella together. Combine the chocolate mixture with the eggs & stir in the dry ingredients. Butter & flour a spring form pan.  Add mixture to pan. Cook at 350 F / 185 C  for 40 minutes or until a toothpick inserted into the center comes out clean."
Roast Chicken with Apples and Rosemary,8,45,https://www.foodista.com/recipe/PH5S6625/roast-chicken-with-apples-and-rosemary,https://img.spoonacular.com/recipes/658418-556x370.jpg,513.07,29.95,8.51,27.26,"4-6 fresh apples, quartered and cored (anything but Granny Smith), 3 onions, peeled and cut into large chunks, 3 head garlic, broken into cloves, peeled, 8 sprigs fresh rosemary, 4 lemons quartered (reserve one for garnish), 1/2 cup Raimondo Sicilian Lemon Balsamic Vinegar, Seasoning - make a rub with the following - garlic powder, salt, pepper and thyme., 2 roasting chickens, 1 can of stock (chicken or veggie)","Preheat oven to 400 degrees.  Position a rack in the lower third of the oven.  Rinse the chicken, then dry it very well with paper towels, inside and out. Place apples, rosemary, 3 lemons, onions, and garlic in a single layer in shallow roasting pan. Season with salt and pepper. Toss well and pour in the vinegar. Season the chicken well with the rub and place breast-side-up on top of the veggies and fruits. Put the rest of the veggies and fruit in the cavity of the chicken. Roast for 30 minutes, until the breast is firm and just beginning to brown in spots. Using tongs, turn the chicken breast-down and roast for 20 minutes longer, until the skin is lightly browned and the thermometer registers 175 to 180. Tilt the chicken to drain the cavity juices into the pan and remove the goodies from the inside and bottom of pan.  Now transfer the bird to a cutting board. Remove the rack from the pan and spoon off the fat. Set the pan over high heat. Add the stock and cook, scraping up any browned bits and leftover pieces of goodies. Squeeze the last lemon to release the juices. Carve the chicken and pass the chunky jus at the table."
Best Ever Bolognese Sauce,6,45,https://www.foodista.com/recipe/BJ8NRVBT/best-ever-bolognese-sauce,https://img.spoonacular.com/recipes/634900-556x370.jpg,970.61,50.0,16.64,70.57,"3 bay leaves, 2 14-ounce cans beef broth, 1/2 cup carrot, chopped, 1/2 cup celery, 1 cup dry red wine, 1 tablespoon fresh thyme, chopped, 4 garlic cloves, minced, 1 pound ground pork, 1 pound ground veal, Olive oil, Freshly grated Parmesan cheese, 1 pound uncooked pasta, 2 slices thick-cut bacon, diced, 1 1/2 cups canned tomato puree, 1 cup yellow or white onion, chopped","<ol><li>Heat oil in heavy large pot over medium-high heat. Add bacon and saut until just beginning to brown (about 5-6 minutes).</li><li>Add onion, celery, carrot, garlic, and thyme; saut 5 minutes.</li><li>Add veal and pork; saut until brown and cooked through, breaking up meat with spatula, about 10 minutes.</li><li>Add wine and bay leaves and simmer until liquid is slightly reduced, about 10 minutes.</li><li>Add broth and tomato puree, then reduce heat to medium-low and simmer until sauce thickens, stirring often, about 1 hour.</li><li>Season with salt and pepper.</li><li>Boil pasta in large pot of boiling salted water until just tender but al dente (firm to bite), stirring often. Drain. Transfer to pot with sauce; toss.</li><li>Serve with Parmesan.</li></ol>"
Easy Eggplant Curry,6,45,https://www.foodista.com/recipe/FGRJH88D/easy-eggplant-curry,https://img.spoonacular.com/recipes/641958-556x370.jpg,139.06,7.62,1.15,17.89,"2 medium (800 g 1lb 12 oz) eggplants (aubergine), 3 tablespoons ghee/vegetable oil, 1 medium onion, finely diced, 2 1/2 centimeters (1 inch) piece of fresh ginger, grated, 6 cloves garlic, crushed, 1 teaspoon fennel seeds, 1 teaspoon cumin seeds/ground cumin, 1 tablespoon ground coriander, 1/2 teaspoon ground turmeric, 1/2 teaspoon cayenne or a small pinch of chilli powder, 1 teaspoon sea salt, 400 grams tin (14 oz) chopped tomatoes","Wash eggplants and dice into 2 cm cubes. Heat ghee/oil in a large frying pan over medium heat. Add the onion and cook, stirring occasionally for about 10 minutes until a deep golden brown colour. (Be patient and don't be tempted to rush this stage). Add the grated ginger, crushed garlic, fennel and cumin seeds (if using, if you are using cumin powder however, add in the next stage with the other ground spices). Cook for about 2 minutes until garlic and ginger are fragrant. Add ground coriander, turmeric, cayenne/chilli powder and salt. Cook for 30 seconds. Add the diced eggplant and stir well to coat evenly with spices. Pour in the tin of chopped tomatoes, give it a big stir, then place the lid on and continue to cook over low-medium heat for about 10-15 minutes. Check and stir a few times to ensure it's not catching on the bottom. Turn temperature down a little if need be. When the sauce has thicken and the eggplant is meltingly soft, check the seasoning once more. Serve sprinkled with coriander/cilantro leaves and steamed rice. Enjoy!"
Crispy Rhubarb Pockets,1,45,https://www.foodista.com/recipe/FMNPP5PR/crispy-rhubarb-pockets-a-refreshing-rhubarb-drink,https://img.spoonacular.com/recipes/640832-556x370.jpg,364.93,0.63,0.12,89.43,"1/2 pound rhubarb (about 2 cups ½- inch diced), 1/4 cup granulated sugar, 1/4 cup cornstarch, 1/4 teaspoon salt, 1/4 teaspoon vanilla extract","Combine the diced rhubarb,sugar, the cornstarch and salt in a medium saucepan and place over medium-low heat. Cook, stirring occasionally, until the rhubarb releases its liquid and begins to breakdown, creating a thick, chunky sauce, about 10 minutes. Remove the pan from the heat and stir in the vanilla extract. Set aside to cool to room temperature. Layer 4 phyllo sheets, brushing each with melted butter. Meanwhile, preheat the oven to 350 degrees F. Now let us cut four 4-inch squares from phyllo stack. Place 2 teaspoons of filling in center of square. Brush phyllo from edge of filling to each point of square lightly with water. Gather points of square and pinch together just above filling. Brush pouch with butter. Repeat process for all 4 pouches. Place filled pouches at least 1"" apart on ungreased cookie sheet or baking pan. Bake in preheated 350F oven for 12 to 15 minutes or until golden brown. Take the pouches out and let them cool on wire rack for ~5 minutes. Serve warm or at room temperature."
Tomatillo Turkey Chili,6,45,https://www.foodista.com/recipe/27BTX8RS/tomatillo-turkey-chili,https://img.spoonacular.com/recipes/663545-556x370.jpg,301.17,7.52,1.73,30.25,"1 1/2 pounds tomatillos, husks removed and cut in half, 2 inches jalapeno peppers, seeded and cut half, 1 onion, sliced, 2 cloves garlic, peeled, 1 inch chipotle pepper adobo sauce, chopped, 6 cups cooked turkey or chicken, shredded, 15 ounces can black beans, drained and rinsed, 2 cups chicken broth, 1/2 cup gluten-free beer (such as Bard's Tale) – optional, but it adds a wonderful flavor, 2 cups diced tomatoes or tomato puree, 1 teaspoon ground cumin, 1 teaspoon ground coriander, 1 teaspoon dried oregano, Salt and pepper to taste, 1/2 cup chopped cilantro","Place the tomatillos and jalapenos cut-side down on a foil-lined baking sheet. Scatter onions and garlic around tomatillos and jalapenos. Place under broiler for 5-7 minutes or until skins on tomatillos blacken. Remove, and when cool, pour tomatillos, jalapenos, onion and garlic, including any juices, into a food processor. Pulse until well blended. Heat a large stockpot to medium heat and add tomatillo mixture and chipotle pepper. Stur around for a minute or two, and add turkey, beans, broth, beer, tomatoes and seasonings. Bring to a boil, and reduce to a simmer. Allow to simmer, stirring occasionally, for 20-30 minutes to allow flavors to blend. Immediately before serving, taste and adjust salt and pepper seasonings as necessary, and stir in most of the cilantro, reserving a bit to use as garnish. Optional: Top with sour cream and cheese."
Peach Melba Clafoutis,6,45,https://www.foodista.com/recipe/L347SH5T/peach-melba-clafoutis,https://img.spoonacular.com/recipes/655132-556x370.jpg,264.9,10.43,5.67,37.71,"3 eggs, 2/3 cup flour, 1/2 cup milk, 2 cups sliced peaches, 1 1/2 cups raspberries (fresh or frozen and not thawed), 1/4 teaspoon salt, 1 teaspoon vanilla extract, 1/2 cup vanilla sugar (½ cup white sugar and ¼ tsp vanilla), 1/2 cup whipping cream (35%)","<ol><li>Butter a 9-inch deep-dish pie plate and dust with a tablespoon of sugar. Preheat the oven to 350F.</li><li>Peel and slice the peaches. Toss with the raspberries. Set aside.</li><li>Blend the sugar, milk, cream, eggs, vanilla, flour and salt in a blender for about a minute or until well blended.</li><li>Pour half the custard mixture into the prepared pie plate. Arrange fruit on top and pour the remaining custard over the fruit.</li><li>Bake for 45-55 minutes, until the top is golden brown and puffy. Do not overcook. The custard should remain tender.</li><li>Serve warm or cold with whipped cream or creme anglaise.</li></ol>"
Gluten Free Coconut Chicken Salad,5,45,https://www.foodista.com/recipe/Y27WDZ62/gluten-free-coconut-chicken-salad,https://img.spoonacular.com/recipes/644813-556x370.jpg,868.17,53.66,15.31,58.74,"1 1/2 pounds Boneless, Skinless Chicken Tenderloins, 1 whole Egg, 1/2 teaspoon Salt, 1 teaspoon Water, 2 cups Sweetened Coconut Flakes, 1 whole Red Onion, Chopped, 1 cup Cashews, 5 ounces weight Lettuce Chopped, 2 whole Tomatoes, Chopped, 2 tablespoons Extra Virgin Olive Oil, 3/4 cup Veganaise (vegan Mayo), 3/4 cup Agave Nectar (or Honey), 2 tablespoons Prepared Yellow Mustard, 1 tablespoon Poppy Seeds, 1 dash Worcestershire Sauce (optional)","Preheat the oven to 350 degrees. Defrost the chicken tenderloins if necessary. In a shallow dish, beat the egg and add in the water and salt. In another shallow bowl, pour in the sweetened coconut. Dip the chicken in the egg, then in the coconut. Press to coat and set aside. In a large, ovenproof skillet, heat the oil over medium-high heat. Add the chicken and cook, turning once, until golden, about 3 minutes. (Do not overcrowd your panI had to make my chicken in 2 batches) Transfer the skillet to the oven and bake until cooked through, about 12 minutes. Serve the chicken on top of a salad with tomatoes, cashews, onion, and whatever else your heart desires. For the dressingjust whisk all the ingredients in a medium-sized dish. Then, drizzle the sweet honey mustard dressing on top and gobble up!"
The Best Arugula Pesto,6,45,http://www.foodista.com/recipe/YRL26VJF/the-best-arugula-pesto,https://img.spoonacular.com/recipes/663206-556x370.jpg,138.67,11.52,3.39,3.63,"2 cups of arugula, packed, 1/2 cup Extra Virgin Olive Oil, 1/4 cup fresh flat leaf Italian parsley, packed, 3 garlic cloves, 1 cup grated Parmesan cheese, 1 teaspoon salt, 1/4 cup roughly chopped walnuts","<ol><li>The great thing about a pesto is that it is so simple to make! I cant believe I dont make it more often! You take all the arugula, walnuts, garlic and parsley and put it in your blender or food processor.</li><li>Give it a pulse a few times to chop everything down a little bit.</li><li>Now you are going to pour in the oil while you hit the pulse button to make sure the pesto is mixing while the oil is added.</li><li>Take off the lid and you are almost done! Scoop the pesto out and into a dish or a bowl or a jar.</li><li>Cooking Tip** At this point if you wanted to can this you could. Or you can scoop it into an ice cube tray and freeze it! after about 6 hours when it is frozen just pop them out and put the pesto cubes in a zip lock bag or air tight container and freeze them! They will keep for a month! Then anytime you want to add it to a recipe you can pop it out and toss it in and kick anything you are making up a notch! Once it is thawed out you can stir in the Parmesan cheese.</li><li>Now you want to add the grated Parmesan.</li><li>At this point you need to test it and see how much salt you need to add. You can add a dash in when you are blending it but the Parmesan cheese is salty so I like to wait until after and if it needs a little bit then I add it in at the end. This way I can make sure it is not too salty or too bland. Once you have salted it and stirred it up you are done!</li></ol>"
"Salmon, Watercress, Fennel and Baby Beetroot Salad With Lemony ""Caviar"" Dressing",4,45,https://www.foodista.com/recipe/WHSTLX2T/salmon-watercress-fennel-and-baby-beetroot-salad-with-lemony-arenkha-msc-dressing,https://img.spoonacular.com/recipes/659143-556x370.jpg,440.07,29.1,4.24,18.51,"4 teaspoons Arënkha MSC caviar substitute, 12 cooked baby beets, 1 bay leaf, freshly ground black pepper, 6 tbsp extra virgin olive oil, 1 head fennel, outside leaves discarded, finely sliced, 2 tbsp lemon juice, 4 110g (4oz) skinless salmon fillets, tarragon stalks, few tarragon leaves, 1 bunch watercress, picked over, washed & dried, 1 tablespoon white wine","<ol><li>Place the salmon in a pan, cover with water, and add the wine, bay and tarragon stalks.  Bring to the boil and then immediately turn off and leave for a couple of minutes to cook in the residual heat. Remove to a plate with a slotted spoon and leave to cool before flaking into large pieces.</li><li>Make the dressing by lightly whisking the olive oil and lemon juice together. Stir in the Arnkha MSC and season with some black pepper.</li><li>Next, arrange the watercress, beets and fennel in 4 shallow salad bowls, then add the salmon and tarragon.  Drizzle over the Arnkha MSC dressing and serve.</li></ol>"
